dataset,Descriptor,Model,Repeat,Fold,ROC_AUC,PR_AUC,Accuracy,Sensitivity,Specificity,GMean,Precision,F1,MCC,Kappa
bbb,Morgan,XGBoost,2,1,0.8835904628330996,0.9226554006966896,0.7962962962962963,0.7419354838709677,0.8695652173913043,0.8032193289024988,0.8846153846153846,0.8070175438596491,0.6051681104988658,0.5948158253751705
bbb,Morgan,XGBoost,2,2,0.9481065918653576,0.9585916799759598,0.925925925925926,0.967741935483871,0.8695652173913043,0.9173411178551378,0.9090909090909092,0.9375,0.8493035685849211,0.8468085106382979
bbb,Morgan,XGBoost,2,3,0.97054698457223,0.97763597516729,0.9074074074074074,0.935483870967742,0.8695652173913043,0.901922521963014,0.90625,0.9206349206349206,0.8101786565724084,0.8095909732016925
bbb,Morgan,XGBoost,2,4,0.9247159090909092,0.9385300705669604,0.8888888888888888,0.90625,0.8636363636363636,0.8846866420069055,0.90625,0.90625,0.7698863636363636,0.7698863636363636
bbb,Morgan,XGBoost,2,5,0.958806818181818,0.9797858842735094,0.925925925925926,0.90625,0.9545454545454546,0.9300843070291092,0.9666666666666668,0.935483870967742,0.8511773263598431,0.8487394957983193
bbb,Morgan,XGBoost,3,1,0.97054698457223,0.977346232942064,0.925925925925926,0.935483870967742,0.9130434782608696,0.9241955677265118,0.935483870967742,0.935483870967742,0.8485273492286115,0.8485273492286115
bbb,Morgan,XGBoost,3,2,0.9424964936886396,0.9469431578055474,0.8703703703703703,0.8064516129032258,0.9565217391304348,0.8782872532940107,0.9615384615384616,0.8771929824561403,0.7550721378701444,0.7421555252387448
bbb,Morgan,XGBoost,3,3,0.9396914446002804,0.9498820957383656,0.925925925925926,0.935483870967742,0.9130434782608696,0.9241955677265118,0.935483870967742,0.935483870967742,0.8485273492286115,0.8485273492286115
bbb,Morgan,XGBoost,3,4,0.9616477272727272,0.9745280198631314,0.9444444444444444,0.96875,0.9090909090909092,0.9384464919119352,0.9393939393939394,0.953846153846154,0.8847804709079637,0.8841201716738197
bbb,Morgan,XGBoost,3,5,0.9076704545454546,0.9282759190406846,0.8888888888888888,0.96875,0.7727272727272727,0.8652049152972638,0.8611111111111112,0.9117647058823528,0.7728525967890878,0.763157894736842
bbb,Morgan,XGBoost,4,1,0.97054698457223,0.9825972118029508,0.9444444444444444,0.9032258064516128,1.0,0.9503819266229828,1.0,0.9491525423728814,0.8938721632139209,0.8882758620689655
bbb,Morgan,XGBoost,4,2,0.9985974754558204,0.9989919354838708,0.9444444444444444,1.0,0.8695652173913043,0.9325048082403138,0.9117647058823528,0.953846153846154,0.8904150013787431,0.884450784593438
bbb,Morgan,XGBoost,4,3,0.8948106591865358,0.9005919938222144,0.8888888888888888,0.935483870967742,0.8260869565217391,0.8790853336524943,0.8787878787878788,0.90625,0.772482140270707,0.7702127659574468
bbb,Morgan,XGBoost,4,4,0.963068181818182,0.9706937091220844,0.925925925925926,0.96875,0.8636363636363636,0.9146844960273064,0.9117647058823528,0.9393939393939394,0.8469481624276496,0.8443804034582132
bbb,Morgan,XGBoost,4,5,0.8948863636363636,0.9248195508485086,0.8148148148148148,0.78125,0.8636363636363636,0.8214109258409636,0.8928571428571429,0.8333333333333334,0.6341672842047628,0.6270718232044199
bbb,Morgan,XGBoost,5,1,0.94109396914446,0.9486174208920886,0.8888888888888888,0.9032258064516128,0.8695652173913043,0.8862357162406246,0.9032258064516128,0.9032258064516128,0.7727910238429172,0.7727910238429172
bbb,Morgan,XGBoost,5,2,0.9663394109396914,0.9803383382553472,0.9074074074074074,0.935483870967742,0.8695652173913043,0.901922521963014,0.90625,0.9206349206349206,0.8101786565724084,0.8095909732016925
bbb,Morgan,XGBoost,5,3,0.9733520336605892,0.9835246897926704,0.925925925925926,0.8709677419354839,1.0,0.9332565252573828,1.0,0.9310344827586208,0.8613567692141089,0.8518518518518519
bbb,Morgan,XGBoost,5,4,0.9673295454545454,0.9816301970598846,0.9074074074074074,0.96875,0.8181818181818182,0.8902885129909497,0.8857142857142857,0.9253731343283582,0.8096785097382297,0.8040638606676342
bbb,Morgan,XGBoost,5,5,0.9161931818181818,0.9381361940278352,0.8333333333333334,0.9375,0.6818181818181818,0.7995026863335392,0.8108108108108109,0.8695652173913043,0.6552014305410454,0.642120765832106
bbb,Mordred,KNN,1,1,0.7833099579242637,0.7657249279640171,0.7962962962962963,0.8709677419354839,0.6956521739130435,0.778389750115939,0.7941176470588235,0.8307692307692308,0.5802059041242132,0.5763195435092725
bbb,Mordred,KNN,1,2,0.9565217391304348,0.9393939393939394,0.9629629629629628,1.0,0.9130434782608696,0.9555330859059092,0.9393939393939394,0.96875,0.926124996899135,0.9234042553191488
bbb,Mordred,KNN,1,3,0.7454417952314166,0.733958816501511,0.7592592592592593,0.8387096774193549,0.6521739130434783,0.7395840535260438,0.7647058823529411,0.8,0.5026536298105808,0.499286733238231
bbb,Mordred,KNN,1,4,0.8778409090909091,0.8642429193899781,0.8888888888888888,0.9375,0.8181818181818182,0.8758113121817134,0.8823529411764706,0.9090909090909092,0.7689017447295385,0.7665706051873199
bbb,Mordred,KNN,1,5,0.8394886363636364,0.8285334967320261,0.8518518518518519,0.90625,0.7727272727272727,0.8368297861029392,0.8529411764705882,0.8787878787878788,0.6908553270314275,0.6887608069164265
bbb,Mordred,KNN,2,1,0.7840112201963534,0.7801672640382318,0.7777777777777778,0.7419354838709677,0.8260869565217391,0.7828813612588127,0.8518518518518519,0.7931034482758621,0.5617544147048537,0.5555555555555556
bbb,Mordred,KNN,2,2,0.891304347826087,0.8611111111111112,0.9074074074074074,1.0,0.782608695652174,0.8846517369293828,0.8611111111111112,0.9253731343283582,0.8209220690651828,0.8051948051948052
bbb,Mordred,KNN,2,3,0.859046283309958,0.8349497505095228,0.8703703703703703,0.935483870967742,0.782608695652174,0.8556388327219091,0.8529411764705882,0.8923076923076924,0.7353104527514781,0.7303851640513552
bbb,Mordred,KNN,2,4,0.8323863636363636,0.818287037037037,0.8518518518518519,0.9375,0.7272727272727273,0.8257228238447705,0.8333333333333334,0.8823529411764706,0.6929023281557338,0.6842105263157894
bbb,Mordred,KNN,2,5,0.8082386363636362,0.8045066550925926,0.8148148148148148,0.84375,0.7727272727272727,0.8074581328859326,0.84375,0.84375,0.6164772727272727,0.6164772727272727
bbb,Mordred,KNN,3,1,0.8267882187938289,0.8089531063321386,0.8333333333333334,0.8709677419354839,0.782608695652174,0.8256070060696241,0.84375,0.8571428571428571,0.6577408605622689,0.6572637517630465
bbb,Mordred,KNN,3,2,0.8429172510518934,0.8219289670902574,0.8518518518518519,0.9032258064516128,0.782608695652174,0.840757022133315,0.8484848484848485,0.875,0.6956607119564931,0.6936170212765957
bbb,Mordred,KNN,3,3,0.7461430575035063,0.7449223416965352,0.7407407407407407,0.7096774193548387,0.782608695652174,0.7452514471606823,0.8148148148148148,0.7586206896551724,0.4868538260775398,0.4814814814814815
bbb,Mordred,KNN,3,4,0.8863636363636364,0.8648648648648649,0.9074074074074074,1.0,0.7727272727272727,0.8790490729915326,0.8648648648648649,0.927536231884058,0.8174990326016712,0.801178203240059
bbb,Mordred,KNN,3,5,0.8480113636363636,0.8301739239239239,0.8703703703703703,0.96875,0.7272727272727273,0.8393720596645177,0.8378378378378378,0.8985507246376812,0.7363502315713583,0.7216494845360825
bbb,Mordred,KNN,4,1,0.7671809256661992,0.753394156619963,0.7777777777777778,0.8387096774193549,0.6956521739130435,0.763839125980518,0.7878787878787878,0.8125,0.5420178553280652,0.5404255319148936
bbb,Mordred,KNN,4,2,0.9130434782608696,0.8857142857142857,0.925925925925926,1.0,0.8260869565217391,0.9088932591463856,0.8857142857142857,0.9393939393939394,0.8553812124623386,0.8450502152080344
bbb,Mordred,KNN,4,3,0.859046283309958,0.8349497505095228,0.8703703703703703,0.935483870967742,0.782608695652174,0.8556388327219091,0.8529411764705882,0.8923076923076924,0.7353104527514781,0.7303851640513552
bbb,Mordred,KNN,4,4,0.8849431818181818,0.8768446180555556,0.8888888888888888,0.90625,0.8636363636363636,0.8846866420069055,0.90625,0.90625,0.7698863636363636,0.7698863636363636
bbb,Mordred,KNN,4,5,0.7698863636363635,0.7712673611111112,0.7777777777777778,0.8125,0.7272727272727273,0.7687061147858074,0.8125,0.8125,0.5397727272727273,0.5397727272727273
bbb,Mordred,KNN,5,1,0.9403927068723704,0.9257765830346476,0.9444444444444444,0.967741935483871,0.9130434782608696,0.9399949270251938,0.9375,0.9523809523809524,0.8863975545774782,0.8857545839210155
bbb,Mordred,KNN,5,2,0.8807854137447406,0.8591289236450527,0.8888888888888888,0.935483870967742,0.8260869565217391,0.8790853336524943,0.8787878787878788,0.90625,0.772482140270707,0.7702127659574468
bbb,Mordred,KNN,5,3,0.7131837307152875,0.7102747909199522,0.7222222222222222,0.7741935483870968,0.6521739130434783,0.7105693744488488,0.75,0.7619047619047619,0.4290841665470595,0.4287729196050776
bbb,Mordred,KNN,5,4,0.8238636363636362,0.8164983164983165,0.8333333333333334,0.875,0.7727272727272727,0.8222751143238883,0.8484848484848485,0.8615384615384616,0.652847726106847,0.6523605150214593
bbb,Mordred,KNN,5,5,0.7414772727272727,0.740162037037037,0.7777777777777778,0.9375,0.5454545454545454,0.7150969419341943,0.75,0.8333333333333334,0.5415001409024772,0.5120481927710844
bbb,Mordred,Bayesian,1,1,0.8920056100981767,0.9081490601451272,0.7777777777777778,0.7419354838709677,0.8260869565217391,0.7828813612588127,0.8518518518518519,0.7931034482758621,0.5617544147048537,0.5555555555555556
bbb,Mordred,Bayesian,1,2,0.8990182328190743,0.9350897647486196,0.8148148148148148,0.7741935483870968,0.8695652173913043,0.8204948392318937,0.8888888888888888,0.8275862068965517,0.6366550033321674,0.6296296296296297
bbb,Mordred,Bayesian,1,3,0.9228611500701264,0.946482020845863,0.8148148148148148,0.7096774193548387,0.9565217391304348,0.8239064749004521,0.9565217391304348,0.8148148148148148,0.6661991584852734,0.6375838926174497
bbb,Mordred,Bayesian,1,4,0.8650568181818182,0.8800470693328392,0.8333333333333334,0.90625,0.7272727272727273,0.8118441408859887,0.8285714285714286,0.8656716417910447,0.6518350457459395,0.6473149492017416
bbb,Mordred,Bayesian,1,5,0.9403409090909092,0.9577505876776814,0.8518518518518519,0.84375,0.8636363636363636,0.8536352744692443,0.9,0.8709677419354839,0.6994823573056137,0.6974789915966386
bbb,Mordred,Bayesian,2,1,0.847124824684432,0.8833795666143849,0.7222222222222222,0.7741935483870968,0.6521739130434783,0.7105693744488488,0.75,0.7619047619047619,0.4290841665470595,0.4287729196050776
bbb,Mordred,Bayesian,2,2,0.91164095371669,0.940728280804992,0.7962962962962963,0.7096774193548387,0.9130434782608696,0.8049635640269315,0.9166666666666666,0.8,0.6196863885840591,0.5991902834008097
bbb,Mordred,Bayesian,2,3,0.9551192145862551,0.9617796053504004,0.9074074074074074,0.935483870967742,0.8695652173913043,0.901922521963014,0.90625,0.9206349206349206,0.8101786565724084,0.8095909732016925
bbb,Mordred,Bayesian,2,4,0.84375,0.8687183691861411,0.7777777777777778,0.75,0.8181818181818182,0.7833494518006403,0.8571428571428571,0.8,0.5587376953345927,0.5524861878453038
bbb,Mordred,Bayesian,2,5,0.9318181818181818,0.9579817151415534,0.8148148148148148,0.6875,1.0,0.82915619758885,1.0,0.8148148148148148,0.6875,0.6419098143236074
bbb,Mordred,Bayesian,3,1,0.8990182328190743,0.9332733763719884,0.7962962962962963,0.7419354838709677,0.8695652173913043,0.8032193289024988,0.8846153846153846,0.8070175438596491,0.6051681104988658,0.5948158253751705
bbb,Mordred,Bayesian,3,2,0.9270687237026648,0.9552585518067715,0.8333333333333334,0.7741935483870968,0.9130434782608696,0.840757022133315,0.9230769230769232,0.8421052631578947,0.6801201241845051,0.6684856753069577
bbb,Mordred,Bayesian,3,3,0.9032258064516128,0.924977296743942,0.8148148148148148,0.7741935483870968,0.8695652173913043,0.8204948392318937,0.8888888888888888,0.8275862068965517,0.6366550033321674,0.6296296296296297
bbb,Mordred,Bayesian,3,4,0.9232954545454544,0.9521668074616548,0.7777777777777778,0.75,0.8181818181818182,0.7833494518006403,0.8571428571428571,0.8,0.5587376953345927,0.5524861878453038
bbb,Mordred,Bayesian,3,5,0.8416193181818181,0.8354536788906308,0.8148148148148148,0.78125,0.8636363636363636,0.8214109258409636,0.8928571428571429,0.8333333333333334,0.6341672842047628,0.6270718232044199
bbb,Mordred,Bayesian,4,1,0.9621318373071528,0.9675631514474314,0.8703703703703703,0.8387096774193549,0.9130434782608696,0.8750876533936585,0.9285714285714286,0.8813559322033898,0.7439681358426422,0.7393103448275862
bbb,Mordred,Bayesian,4,2,0.9200561009817672,0.9475579814764796,0.8518518518518519,0.8064516129032258,0.9130434782608696,0.8580940424535353,0.925925925925926,0.8620689655172413,0.7115555919594813,0.7037037037037037
bbb,Mordred,Bayesian,4,3,0.8520336605890603,0.8660545415732719,0.7592592592592593,0.8064516129032258,0.6956521739130435,0.7490058862731382,0.78125,0.7936507936507936,0.5053030645521293,0.5049365303244006
bbb,Mordred,Bayesian,4,4,0.8906249999999999,0.921591917223942,0.8333333333333334,0.75,0.9545454545454546,0.8461141122266493,0.96,0.8421052631578947,0.6942667135852593,0.6711772665764547
bbb,Mordred,Bayesian,4,5,0.875,0.9073016273758612,0.7962962962962963,0.75,0.8636363636363636,0.8048150549829897,0.8888888888888888,0.8135593220338984,0.6030226891555273,0.5925925925925926
bbb,Mordred,Bayesian,5,1,0.9074333800841514,0.9190130967098036,0.7962962962962963,0.7419354838709677,0.8695652173913043,0.8032193289024988,0.8846153846153846,0.8070175438596491,0.6051681104988658,0.5948158253751705
bbb,Mordred,Bayesian,5,2,0.9242636746143058,0.9445162326496808,0.7962962962962963,0.8387096774193549,0.7391304347826086,0.7873473493492877,0.8125,0.8253968253968254,0.581521962557199,0.5811001410437235
bbb,Mordred,Bayesian,5,3,0.906030855539972,0.9389156949016734,0.8148148148148148,0.7419354838709677,0.9130434782608696,0.8230548917531015,0.92,0.8214285714285714,0.6495358292955936,0.6336499321573948
bbb,Mordred,Bayesian,5,4,0.9417613636363636,0.9617966011586168,0.8333333333333334,0.78125,0.9090909090909092,0.8427498280790526,0.925925925925926,0.847457627118644,0.6784005252999682,0.6666666666666667
bbb,Mordred,Bayesian,5,5,0.8267045454545454,0.8525752177561623,0.7962962962962963,0.8125,0.7727272727272727,0.7923641265800144,0.8387096774193549,0.8253968253968254,0.581521962557199,0.5811001410437235
bbb,Mordred,LogisticRegression,1,1,0.9523141654978964,0.9692735432485692,0.8703703703703703,0.9032258064516128,0.8260869565217391,0.8637957267221842,0.875,0.8888888888888888,0.7339597585673386,0.7334273624823695
bbb,Mordred,LogisticRegression,1,2,0.9789621318373072,0.9832007942076552,0.9444444444444444,0.967741935483871,0.9130434782608696,0.9399949270251938,0.9375,0.9523809523809524,0.8863975545774782,0.8857545839210155
bbb,Mordred,LogisticRegression,1,3,0.9635343618513325,0.9775234131113422,0.9074074074074074,0.8709677419354839,0.9565217391304348,0.9127428878072056,0.9642857142857144,0.9152542372881356,0.8189201495282816,0.8137931034482758
bbb,Mordred,LogisticRegression,1,4,0.9715909090909092,0.979875415394944,0.9074074074074074,0.90625,0.9090909090909092,0.9076693430779936,0.935483870967742,0.9206349206349206,0.8101786565724084,0.8095909732016925
bbb,Mordred,LogisticRegression,1,5,0.9446022727272728,0.9700177392654136,0.8703703703703703,0.90625,0.8181818181818182,0.8610907459305743,0.8787878787878788,0.8923076923076924,0.7301586410405526,0.7296137339055794
bbb,Mordred,LogisticRegression,2,1,0.9438990182328192,0.9667103283757446,0.8888888888888888,0.8387096774193549,0.9565217391304348,0.8956807686171939,0.9629629629629628,0.896551724137931,0.7864561805867951,0.7777777777777778
bbb,Mordred,LogisticRegression,2,2,0.9887798036465638,0.9925182976416372,0.9074074074074074,0.935483870967742,0.8695652173913043,0.901922521963014,0.90625,0.9206349206349206,0.8101786565724084,0.8095909732016925
bbb,Mordred,LogisticRegression,2,3,0.9845722300140252,0.991091596659983,0.925925925925926,0.967741935483871,0.8695652173913043,0.9173411178551378,0.9090909090909092,0.9375,0.8493035685849211,0.8468085106382979
bbb,Mordred,LogisticRegression,2,4,0.9460227272727272,0.9685519819026308,0.9074074074074074,0.875,0.9545454545454546,0.9139076937674137,0.9655172413793104,0.918032786885246,0.8174430659955472,0.8122392211404729
bbb,Mordred,LogisticRegression,2,5,0.9403409090909092,0.956706168424618,0.8333333333333334,0.875,0.7727272727272727,0.8222751143238883,0.8484848484848485,0.8615384615384616,0.652847726106847,0.6523605150214593
bbb,Mordred,LogisticRegression,3,1,0.9635343618513325,0.975231352960994,0.9074074074074074,0.9032258064516128,0.9130434782608696,0.908121375135262,0.9333333333333332,0.918032786885246,0.8122916174682937,0.8117154811715481
bbb,Mordred,LogisticRegression,3,2,0.9326788218793828,0.959878254256812,0.8518518518518519,0.8064516129032258,0.9130434782608696,0.8580940424535353,0.925925925925926,0.8620689655172413,0.7115555919594813,0.7037037037037037
bbb,Mordred,LogisticRegression,3,3,0.9537166900420758,0.9671866448246051,0.925925925925926,0.935483870967742,0.9130434782608696,0.9241955677265118,0.935483870967742,0.935483870967742,0.8485273492286115,0.8485273492286115
bbb,Mordred,LogisticRegression,3,4,0.9730113636363638,0.9821980285606536,0.8888888888888888,0.96875,0.7727272727272727,0.8652049152972638,0.8611111111111112,0.9117647058823528,0.7728525967890878,0.763157894736842
bbb,Mordred,LogisticRegression,3,5,0.9744318181818182,0.9846651926613992,0.9074074074074074,0.9375,0.8636363636363636,0.8998105861285979,0.9090909090909092,0.9230769230769232,0.8074695559742582,0.8068669527896996
bbb,Mordred,LogisticRegression,4,1,0.9537166900420756,0.9725399720611756,0.8888888888888888,0.8709677419354839,0.9130434782608696,0.8917574875210129,0.9310344827586208,0.9,0.7774957785358391,0.7753120665742025
bbb,Mordred,LogisticRegression,4,2,0.9593267882187938,0.9715470626267644,0.8333333333333334,0.9032258064516128,0.7391304347826086,0.8170689585521242,0.8235294117647058,0.8615384615384616,0.6577581784378457,0.6533523537803139
bbb,Mordred,LogisticRegression,4,3,0.9593267882187938,0.9720729741979725,0.8518518518518519,0.9032258064516128,0.782608695652174,0.840757022133315,0.8484848484848485,0.875,0.6956607119564931,0.6936170212765957
bbb,Mordred,LogisticRegression,4,4,0.9786931818181818,0.9860426867878724,0.8888888888888888,0.875,0.9090909090909092,0.8918825850158447,0.9333333333333332,0.9032258064516128,0.7753298418327284,0.7731092436974789
bbb,Mordred,LogisticRegression,4,5,0.9573863636363636,0.9723464641060322,0.8518518518518519,0.8125,0.9090909090909092,0.8594395636904107,0.9285714285714286,0.8666666666666667,0.7095968730749328,0.7016574585635359
bbb,Mordred,LogisticRegression,5,1,0.9817671809256664,0.987887224782386,0.925925925925926,0.9032258064516128,0.9565217391304348,0.9294918607575788,0.9655172413793104,0.9333333333333332,0.8526027052638092,0.8502080443828016
bbb,Mordred,LogisticRegression,5,2,0.9719495091164096,0.9840879258397772,0.9074074074074074,0.967741935483871,0.8260869565217391,0.8941135219771191,0.8823529411764706,0.9230769230769232,0.8128627270651106,0.8074179743223966
bbb,Mordred,LogisticRegression,5,3,0.9326788218793828,0.9590787378579406,0.8333333333333334,0.8387096774193549,0.8260869565217391,0.8323743898178778,0.8666666666666667,0.8524590163934426,0.6615570905154144,0.6610878661087867
